sportsplayed, facilitycondition, postcode, objectid, suburbtown, facilityage
"Athletics","4. Good",3875,2672,"BAIRNSDALE","26 - 50 Years"
"Australian Rules Football","3. Average",3880,2673,"PAYNESVILLE","26 - 50 Years"
"Australian Rules Football",null,3875,2674,"BAIRNSDALE","11 - 25 Years"
"Australian Rules Football","4. Good",3900,2675,"BENAMBRA","11 - 25 Years"
"Australian Rules Football",null,3885,2676,"BRUTHEN",null
"Australian Rules Football","1. Very Poor",3885,2677,"BUCHAN","26 - 50 Years"
"Australian Rules Football","2. Poor",null,2678,"ENSAY","26 - 50 Years"
"Australian Rules Football","3. Average",3909,2679,"LAKES ENTRANCE","26 - 50 Years"
"Australian Rules Football","3. Average",3865,2680,"LINDENOW","26 - 50 Years"
"Australian Rules Football","3. Average",3875,2681,"LINDENOW SOUTH","26 - 50 Years"
"Australian Rules Football","3. Average",3888,2682,"ORBOST","51 Years +"
"Australian Rules Football","3. Average",3875,2683,"LUCKNOW","26 - 50 Years"
"Australian Rules Football","4. Good",3880,2684,"OMEO","26 - 50 Years"
"Australian Rules Football","3. Average",3903,2685,"SWAN REACH","26 - 50 Years"
"Australian Rules Football","3. Average",null,2686,"SWIFT CREEK","26 - 50 Years"
"Australian Rules Football","4. Good",3875,2687,"BAIRNSDALE","26 - 50 Years"
"Australian Rules Football","3. Average",3875,2688,"WY YUNG","26 - 50 Years"
"Basketball","5. Very Good",3875,2689,"BAIRNSDALE",null
"Basketball",null,3892,2690,"MALLACOOTA",null
"BMX",null,3875,2691,"BAIRNSDALE",null
"BMX","4. Good",3875,2692,"BAIRNSDALE","26 - 50 Years"
"Boxing",null,3875,2693,"BAIRNSDALE","11 - 25 Years"
"Carpet Bowls","5. Very Good",3875,2694,"LUCKNOW","0 - 5 Years"
"Cricket","2. Poor",3880,2695,"PAYNESVILLE","51 Years +"
"Cricket",null,3875,2696,"BAIRNSDALE","11 - 25 Years"
"Cricket",null,3875,2697,"BAIRNSDALE",null
"Cricket","4. Good",3900,2698,"BENAMBRA","11 - 25 Years"
"Cricket",null,3885,2699,"BRUTHEN",null
"Cricket","1. Very Poor",3885,2700,"BUCHAN","26 - 50 Years"
"Cricket","4. Good",3890,2701,"CANN RIVER",null
"Cricket",null,null,2702,"FERNBANK",null
"Cricket",null,3864,2703,"GLENALADALE",null
"Cricket",null,3864,2704,"GLENALADALE",null
"Cricket","3. Average",3909,2705,"LAKES ENTRANCE","26 - 50 Years"
"Cricket",null,3909,2706,"LAKES ENTRANCE",null
"Fitness / Gymnasium Workouts",null,3875,2746,"BAIRNSDALE",null
"Cricket","3. Average",3865,2707,"LINDENOW","26 - 50 Years"
"Cricket","3. Average",3875,2708,"LINDENOW SOUTH","26 - 50 Years"
"Cricket","3. Average",3875,2709,"LUCKNOW","26 - 50 Years"
"Cricket",null,3892,2710,"MALLACOOTA",null
"Cricket",null,3880,2711,"OMEO",null
"Cricket","4. Good",3880,2712,"OMEO","26 - 50 Years"
"Cricket","1. Very Poor",3888,2713,"ORBOST","51 Years +"
"Cricket",null,3888,2714,"ORBOST",null
"Cricket","3. Average",null,2715,"SARSFIELD","26 - 50 Years"
"Cricket",null,3909,2716,"LAKES ENTRANCE",null
"Cricket","3. Average",null,2717,"SWIFT CREEK","26 - 50 Years"
"Cricket","4. Good",3875,2718,"BAIRNSDALE","26 - 50 Years"
"Cricket","3. Average",3875,2719,"WY YUNG","26 - 50 Years"
"Croquet",null,3875,2720,"BAIRNSDALE",null
"Croquet","3. Average",null,2721,"SARSFIELD","26 - 50 Years"
"Cycling",null,null,2722,"BRIAGOLONG",null
"Cycling",null,null,2723,null,null
"Cycling",null,null,2724,"HEYFIELD",null
"Cycling",null,null,2725,"MAFFRA",null
"Cycling",null,null,2726,"STOCKDALE",null
"Cycling",null,null,2727,"STRATFORD",null
"Cycling",null,null,2728,"NEWRY",null
"Cycling",null,null,2729,"STOCKDALE",null
"Cycling",null,null,2730,"STRATFORD",null
"Cycling",null,null,2731,"TINAMBA",null
"Equestrian",null,3875,2732,"BAIRNSDALE",null
"Equestrian",null,3909,2733,"LAKES ENTRANCE",null
"Equestrian","4. Good",3885,2734,"BUCHAN","11 - 25 Years"
"Equestrian",null,3875,2735,"BAIRNSDALE",null
"Equestrian","2. Poor",null,2736,"ENSAY","26 - 50 Years"
"Equestrian",null,3909,2737,"LAKES ENTRANCE",null
"Equestrian",null,3892,2738,"MALLACOOTA",null
"Equestrian",null,3886,2739,"NEWMERELLA",null
"Equestrian",null,3890,2740,"NOORINBEE",null
"Equestrian",null,3887,2741,"NOWA NOWA",null
"Fitness / Gymnasium Workouts","5. Very Good",3875,2742,"BAIRNSDALE",null
"Fitness / Gymnasium Workouts",null,3875,2743,"BAIRNSDALE",null
"Fitness / Gymnasium Workouts","5. Very Good",3909,2744,"LAKES ENTRANCE","11 - 25 Years"
"Fitness / Gymnasium Workouts",null,3875,2745,"BAIRNSDALE",null
"Golf",null,3878,2747,"EAGLE POINT",null
"Golf",null,3885,2748,"BUCHAN",null
"Golf",null,3875,2749,"BAIRNSDALE",null
"Golf",null,3904,2750,"METUNG",null
"Golf",null,3909,2751,"LAKES ENTRANCE",null
"Golf",null,3909,2752,"LAKES ENTRANCE",null
"Golf",null,3892,2753,"MALLACOOTA",null
"Golf",null,null,2754,"OMEO",null
"Golf",null,3888,2755,"ORBOST",null
"Golf",null,3875,2756,"LINDENOW SOUTH",null
"Golf",null,null,2757,"TONGIO",null
"Gymnastics",null,3875,2758,"BROADLANDS",null
"Hockey","2. Poor",3888,2759,"ORBOST",null
"Lawn Bowls",null,3878,2760,"EAGLE POINT",null
"Lawn Bowls",null,3885,2761,"BRUTHEN",null
"Lawn Bowls","2. Poor",null,2762,"ENSAY","26 - 50 Years"
"Lawn Bowls",null,3875,2763,"BAIRNSDALE",null
"Lawn Bowls",null,3909,2764,"LAKES ENTRANCE",null
"Lawn Bowls","4. Good",3865,2765,"LINDENOW","26 - 50 Years"
"Lawn Bowls",null,3892,2766,"MALLACOOTA",null
"Lawn Bowls","4. Good",3904,2767,"METUNG","11 - 25 Years"
"Lawn Bowls","4. Good",3888,2768,"ORBOST","26 - 50 Years"
"Lawn Bowls",null,3880,2769,"PAYNESVILLE",null
"Lawn Bowls",null,3875,2770,"BAIRNSDALE",null
"Lawn Bowls","3. Average",null,2771,"SWIFT CREEK","26 - 50 Years"
"Motor Cycling",null,3875,2772,"BAIRNSDALE",null
"Motor Sports",null,3875,2773,"BAIRNSDALE",null
"Motor Sports",null,null,2774,"LAKES ENTRANCE",null
"Netball","3. Average",3880,2775,"PAYNESVILLE",null
"Netball",null,3875,2776,"BAIRNSDALE","51 Years +"
"Netball",null,3885,2777,"BRUTHEN",null
"Netball","4. Good",3885,2778,"BUCHAN","11 - 25 Years"
"Netball","1. Very Poor",null,2779,"ENSAY","26 - 50 Years"
"Netball","3. Average",3909,2780,"LAKES ENTRANCE","26 - 50 Years"
"Netball","3. Average",3865,2781,"LINDENOW","26 - 50 Years"
"Netball","3. Average",3875,2782,"LINDENOW SOUTH","26 - 50 Years"
"Netball","3. Average",3888,2783,"ORBOST","51 Years +"
"Netball","5. Very Good",3875,2784,"LUCKNOW","6 - 10 Years"
"Netball",null,3892,2785,"MALLACOOTA",null
"Netball","5. Very Good",3880,2786,"OMEO","0 - 5 Years"
"Netball","3. Average",3903,2787,"SWAN REACH","26 - 50 Years"
"Netball","3. Average",null,2788,"SWIFT CREEK","26 - 50 Years"
"Netball","1. Very Poor",3875,2789,"WY YUNG","26 - 50 Years"
"Rowing","4. Good",3875,2790,"BAIRNSDALE","26 - 50 Years"
"Sailing",null,3880,2791,"PAYNESVILLE",null
"Sailing",null,3904,2792,"METUNG",null
"Shooting Sports",null,null,2793,"BAIRNSDALE",null
"Shooting Sports","2. Poor",3892,2794,"MALLACOOTA",null
"Shooting Sports",null,3888,2795,"ORBOST",null
"Skating",null,3875,2796,"BAIRNSDALE",null
"Skating",null,3885,2797,"BRUTHEN",null
"Skating",null,3909,2798,"LAKES ENTRANCE",null
"Skating",null,3892,2799,"MALLACOOTA",null
"Soccer","4. Good",3875,2800,"BAIRNSDALE","26 - 50 Years"
"Soccer",null,3892,2801,"MALLACOOTA",null
"Soccer",null,3909,2802,"LAKES ENTRANCE",null
"Squash / Racquetball","5. Very Good",3875,2803,"LUCKNOW","0 - 5 Years"
"Squash / Racquetball",null,3909,2804,"LAKES ENTRANCE",null
"Squash / Racquetball","5. Very Good",3875,2805,"LUCKNOW","0 - 5 Years"
"Surf Life Saving",null,3909,2806,"LAKES ENTRANCE",null
"Surf Life Saving",null,3892,2807,"MALLACOOTA",null
"Surf Life Saving",null,3850,2808,"SEASPRAY",null
"Surf Life Saving",null,3874,2809,"WOODSIDE BEACH",null
"Swimming","5. Very Good",3875,2810,"BAIRNSDALE",null
"Swimming","3. Average",3875,2811,"BAIRNSDALE","26 - 50 Years"
"Swimming","5. Very Good",3909,2812,"LAKES ENTRANCE","11 - 25 Years"
"Swimming",null,3892,2813,"MALLACOOTA",null
"Swimming","3. Average",3888,2814,"ORBOST","26 - 50 Years"
"Table Tennis","5. Very Good",3875,2815,"LUCKNOW","0 - 5 Years"
"Table Tennis",null,3888,2816,"ORBOST",null
"Table Tennis","5. Very Good",3875,2817,"LUCKNOW","0 - 5 Years"
"Tennis (Outdoor)","3. Average",3880,2818,"PAYNESVILLE","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3900,2819,"BENAMBRA","11 - 25 Years"
"Tennis (Outdoor)",null,3885,2820,"BRUTHEN",null
"Tennis (Outdoor)","4. Good",3885,2821,"BUCHAN","11 - 25 Years"
"Cricket",null,3198,2892,"SEAFORD",null
"Tennis (Outdoor)",null,3890,2822,"CANN RIVER",null
"Tennis (Outdoor)","1. Very Poor",null,2823,"ENSAY","26 - 50 Years"
"Tennis (Outdoor)",null,null,2824,"FERNBANK",null
"Tennis (Outdoor)",null,3864,2825,"GLENALADALE",null
"Tennis (Outdoor)","4. Good",3875,2826,"BAIRNSDALE","51 Years +"
"Tennis (Outdoor)","4. Good",3909,2827,"LAKES ENTRANCE","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3909,2828,"LAKES ENTRANCE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3865,2829,"LINDENOW","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3875,2830,"LINDENOW SOUTH","26 - 50 Years"
"Tennis (Outdoor)","5. Very Good",3875,2831,"LUCKNOW","6 - 10 Years"
"Tennis (Outdoor)",null,3892,2832,"MALLACOOTA",null
"Tennis (Outdoor)","3. Average",3888,2833,"MARLO","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3904,2834,"METUNG","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3880,2835,"OMEO","0 - 5 Years"
"Tennis (Outdoor)","4. Good",3888,2836,"ORBOST","11 - 25 Years"
"Tennis (Outdoor)",null,3875,2837,"BAIRNSDALE",null
"Tennis (Outdoor)","1. Very Poor",null,2838,"SARSFIELD","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3903,2839,"SWAN REACH","26 - 50 Years"
"Tennis (Outdoor)","3. Average",null,2840,"SWIFT CREEK","26 - 50 Years"
null,null,3198,2841,"SEAFORD",null
"AFL (Indoor)",null,3199,2842,"FRANKSTON",null
"Archery","3. Average",3199,2843,"FRANSKTON SOUTH","26 - 50 Years"
"Athletics","4. Good",3199,2844,"FRANKSTON","26 - 50 Years"
"Athletics","4. Good",3201,2845,"CARRUM DOWNS","26 - 50 Years"
"Athletics","3. Average",3198,2846,"SEAFORD","26 - 50 Years"
"Athletics","3. Average",3199,2847,"FRANKSTON","26 - 50 Years"
"Australian Rules Football","3. Average",3199,2848,"FRANSKTON SOUTH","26 - 50 Years"
"Australian Rules Football","3. Average",3199,2849,"FRANKSTON","26 - 50 Years"
"Australian Rules Football","4. Good",3201,2850,"CARRUM DOWNS","26 - 50 Years"
"Australian Rules Football","4. Good",3199,2851,"FRANSKTON SOUTH","26 - 50 Years"
"Australian Rules Football",null,3198,2852,"SEAFORD",null
"Australian Rules Football","4. Good",3199,2853,"FRANKSTON","26 - 50 Years"
"Australian Rules Football","4. Good",3201,2854,"CARRUM DOWNS","26 - 50 Years"
"Australian Rules Football","3. Average",3198,2855,"SEAFORD","26 - 50 Years"
"Australian Rules Football","5. Very Good",3200,2856,"FRANKSTON NORTH","26 - 50 Years"
"Australian Rules Football","4. Good",3199,2857,"FRANKSTON","26 - 50 Years"
"Australian Rules Football","4. Good",3199,2858,"FRANKSTON","11 - 25 Years"
"Australian Rules Football","3. Average",3198,2859,"SEAFORD","26 - 50 Years"
"Australian Rules Football","4. Good",3910,2860,"LANGWARRIN","26 - 50 Years"
"Australian Rules Football","3. Average",3910,2861,"LANGWARRIN","26 - 50 Years"
"Australian Rules Football","4. Good",3199,2862,"FRANKSTON SOUTH","26 - 50 Years"
"Australian Rules Football","3. Average",3200,2863,"FRANKSTON NORTH","26 - 50 Years"
"Australian Rules Football","3. Average",3198,2864,"SEAFORD","26 - 50 Years"
"Australian Rules Football",null,3199,2865,"FRANKSTON",null
"Badminton",null,3199,2866,"FRANKSTON SOUTH",null
"Baseball","4. Good",3201,2867,"CARRUM DOWNS","26 - 50 Years"
"Baseball",null,3199,2868,"FRANKSTON",null
"Basketball","3. Average",3198,2869,"SEAFORD","26 - 50 Years"
"Basketball",null,3910,2870,"LANGWARRIN",null
"Beach Volleyball",null,3198,2871,"SEAFORD",null
"BMX",null,3198,2872,"SEAFORD",null
"Cricket","3. Average",3199,2873,"FRANSKTON SOUTH","26 - 50 Years"
"Cricket","3. Average",3199,2874,"FRANKSTON","26 - 50 Years"
"Cricket","4. Good",3201,2875,"CARRUM DOWNS","26 - 50 Years"
"Cricket","4. Good",3199,2876,"FRANSKTON SOUTH","26 - 50 Years"
"Cricket",null,3198,2877,"SEAFORD",null
"Cricket","4. Good",3201,2878,"CARRUM DOWNS","26 - 50 Years"
"Cricket","4. Good",3199,2879,"FRANKSTON","26 - 50 Years"
"Cricket","4. Good",3201,2880,"CARRUM DOWNS","26 - 50 Years"
"Cricket","3. Average",3199,2881,"FRANKSTON SOUTH","26 - 50 Years"
"Cricket","3. Average",3198,2882,"SEAFORD","26 - 50 Years"
"Cricket","5. Very Good",3200,2883,"FRANKSTON NORTH","26 - 50 Years"
"Cricket",null,3199,2884,"FRANKSTON",null
"Cricket","4. Good",3199,2885,"FRANKSTON","11 - 25 Years"
"Cricket","4. Good",3199,2886,"FRANKSTON","11 - 25 Years"
"Cricket","3. Average",3198,2887,"SEAFORD","26 - 50 Years"
"Cricket","3. Average",3910,2888,"LANGWARRIN","26 - 50 Years"
"Cricket","4. Good",3199,2889,"FRANKSTON SOUTH","26 - 50 Years"
"Cricket","3. Average",3200,2890,"FRANKSTON NORTH","26 - 50 Years"
"Cricket","3. Average",3198,2891,"SEAFORD","26 - 50 Years"
"Cricket","3. Average",3198,2893,"SEAFORD","26 - 50 Years"
"Cricket","4. Good",3977,2894,"SKYE","26 - 50 Years"
"Cricket",null,3199,2895,"FRANKSTON",null
"Cricket",null,3199,2896,"FRANKSTON",null
"Cricket (Indoor)",null,3198,2897,"SEAFORD",null
"Cricket (Indoor)",null,3199,2898,"FRANKSTON",null
"Croquet","4. Good",3199,2899,"FRANKSTON","26 - 50 Years"
"Equestrian","4. Good",3199,2900,"FRANSKTON SOUTH","11 - 25 Years"
"Equestrian",null,3910,2901,"LANGWARRIN",null
"Fitness / Gymnasium Workouts",null,3199,2902,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3198,2903,"SEAFORD",null
"Fitness / Gymnasium Workouts",null,3199,2904,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3910,2905,"LANGWARRIN",null
"Fitness / Gymnasium Workouts",null,3199,2906,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3199,2907,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3199,2908,"FRANKSTON SOUTH",null
"Fitness / Gymnasium Workouts",null,3199,2909,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3199,2910,"FRANKSTON SOUTH",null
"Fitness / Gymnasium Workouts",null,3199,2911,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3199,2912,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3199,2913,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3910,2914,"LANGWARRIN",null
"Fitness / Gymnasium Workouts",null,3199,2915,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3199,2916,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3201,2917,"CARRUM DOWNS",null
"Fitness / Gymnasium Workouts",null,3198,2918,"SEAFORD",null
"Fitness / Gymnasium Workouts",null,3199,2919,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3910,2920,"LANGWARRIN",null
"Fitness / Gymnasium Workouts",null,3198,2921,"SEAFORD",null
"Fitness / Gymnasium Workouts",null,3199,2922,"FRANKSTON",null
"Fitness / Gymnasium Workouts",null,3201,2923,"CARRUM DOWNS",null
"Golf","3. Average",3199,2924,"FRANKSTON","26 - 50 Years"
"Golf",null,3199,2925,"FRANKSTON",null
"Golf",null,3199,2926,"FRANKSTON",null
"Golf",null,3199,2927,"FRANKSTON",null
"Golf",null,3977,2928,"SANDHURST",null
"Golf",null,3977,2929,"SKYE",null
"Gymnastics",null,3910,2930,"LANGWARRIN",null
"Gymnastics",null,3201,2931,"CARRUM DOWNS",null
"Lawn Bowls",null,3199,2933,"FRANKSTON SOUTH",null
"Lawn Bowls",null,3201,2934,"CARRUM DOWNS",null
"Lawn Bowls","3. Average",3199,2935,"FRANKSTON","26 - 50 Years"
"Lawn Bowls",null,3199,2936,"FRANKSTON",null
"Lawn Bowls",null,3199,2937,"FRANKSTON",null
"Lawn Bowls",null,3199,2938,"FRANKSTON",null
"Lawn Bowls",null,3199,2939,"FRANKSTON",null
"Lawn Bowls","4. Good",3198,2940,"SEAFORD","11 - 25 Years"
"Lawn Bowls","3. Average",3199,2941,"FRANKSTON SOUTH","26 - 50 Years"
"Motor Sports",null,3198,2942,"SEAFORD",null
"Netball","3. Average",3199,2943,"FRANKSTON","26 - 50 Years"
"Netball","4. Good",3910,2944,"LANGWARRIN","26 - 50 Years"
"Netball (Indoor)",null,3198,2945,"SEAFORD",null
"Netball (Indoor)","4. Good",3199,2946,"FRANKSTON","11 - 25 Years"
"Rugby Union","3. Average",3198,2947,"SEAFORD","26 - 50 Years"
"Sailing",null,3199,2948,"FRANKSTON",null
"Shooting Sports",null,3201,2949,"CARRUM DOWNS",null
"Skating",null,3199,2950,"FRANKSTON",null
"Skating",null,3201,2951,"CARRUM DOWNS",null
"Skating",null,3198,2952,"SEAFORD",null
"Soccer","3. Average",3199,2953,"FRANKSTON","26 - 50 Years"
"Soccer",null,3199,2954,"FRANSKTON SOUTH",null
"Soccer","3. Average",3199,2955,"FRANKSTON","26 - 50 Years"
"Soccer","3. Average",3199,2956,"FRANKSTON SOUTH","26 - 50 Years"
"Soccer","4. Good",3910,2957,"LANGWARRIN","26 - 50 Years"
"Soccer","3. Average",3200,2958,"FRANKSTON NORTH","51 Years +"
"Soccer","5. Very Good",3198,2959,"SEAFORD","11 - 25 Years"
"Soccer","4. Good",3977,2960,"SKYE","26 - 50 Years"
"Soccer (Indoor Soccer / Futsal)",null,3198,2961,"SEAFORD",null
"Soccer (Indoor Soccer / Futsal)",null,3199,2962,"FRANKSTON",null
"Softball",null,3199,2963,"FRANKSTON",null
"Surf Life Saving",null,3199,2964,"FRANKSTON",null
"Surf Life Saving",null,3198,2965,"SEAFORD",null
"Swimming",null,3199,2966,"FRANKSTON",null
"Swimming","3. Average",3199,2967,"FRANKSTON","26 - 50 Years"
"Swimming","3. Average",3200,2968,"FRANKSTON NORTH","26 - 50 Years"
"Swimming",null,3199,2969,"FRANKSTON",null
"Tennis (Outdoor)","4. Good",3199,2970,"FRANSKTON SOUTH","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3199,2971,"FRANSKTON SOUTH","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3198,2972,"SEAFORD","51 Years +"
"Tennis (Outdoor)","3. Average",3199,2973,"FRANKSTON","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3201,2974,"CARRUM DOWNS","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3198,2975,"SEAFORD","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3199,2976,"FRANKSTON","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3199,2977,"FRANKSTON","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3198,2978,"SEAFORD","51 Years +"
"Tennis (Outdoor)",null,3199,2979,"FRANKSTON",null
"Tennis (Outdoor)","5. Very Good",3910,2980,"LANGWARRIN","11 - 25 Years"
"Tennis (Outdoor)","2. Poor",3199,2981,"FRANKSTON","51 Years +"
"Tennis (Outdoor)","2. Poor",3199,2982,"FRANKSTON SOUTH","51 Years +"
"Tennis (Outdoor)","2. Poor",3199,2983,"FRANKSTON SOUTH","51 Years +"
"Tennis (Outdoor)",null,3199,2984,"FRANKSTON",null
"Tennis (Outdoor)",null,3977,2985,"SANDHURST",null
"Tennis (Outdoor)","3. Average",3199,2986,"FRANKSTON SOUTH","26 - 50 Years"
"Athletics","3. Average",3568,2987,"COHUNA","26 - 50 Years"
"Australian Rules Football","4. Good",3568,2988,"COHUNA",null
"Australian Rules Football","5. Very Good",3542,2989,"LALBERT","26 - 50 Years"
"Australian Rules Football","4. Good",3567,2990,"LEITCHVILLE",null
"Australian Rules Football","4. Good",3579,2991,"MACORNA",null
"Australian Rules Football","4. Good",3579,2992,"MURRABIT",null
"Australian Rules Football","4. Good",3540,2993,"QUAMBATOOK",null
"Australian Rules Football",null,3579,2994,"KERANG",null
"Australian Rules Football","4. Good",3579,2995,"WANDELLA",null
"Badminton",null,3568,2996,"COHUNA",null
"Badminton",null,3579,2997,"KERANG",null
"Basketball",null,3568,2998,"COHUNA",null
"Basketball",null,3579,2999,"KERANG",null
"Cricket","3. Average",3568,3000,"COHUNA",null
"Bocce","4. Good",3442,5001,"WOODEND","6 - 10 Years"
"Cricket","3. Average",3444,5002,"KYNETON","26 - 50 Years"
"Cricket","3. Average",3437,5003,"BULLENGAROOK","26 - 50 Years"
"Cricket","3. Average",3430,5004,"CLARKEFIELD","51 Years +"
"Cricket","3. Average",3437,5005,"GISBORNE","11 - 25 Years"
"Cricket","3. Average",3437,5006,"GISBORNE","51 Years +"
"Australian Rules Football",null,3106,5108,"TEMPLESTOWE",null
"Cricket","4. Good",3442,5007,"WOODEND","51 Years +"
"Cricket","3. Average",3442,5008,"WOODEND","26 - 50 Years"
"Cricket","3. Average",3440,5009,"MACEDON","26 - 50 Years"
"Cricket","3. Average",3444,5010,"KYNETON","26 - 50 Years"
"Cricket","4. Good",3435,5011,"LANCEFIELD","26 - 50 Years"
"Cricket","3. Average",3446,5012,"MALMSBURY","51 Years +"
"Cricket","4. Good",3431,5013,"RIDDELLS CREEK","26 - 50 Years"
"Cricket","2. Poor",3434,5014,"ROMSEY","11 - 25 Years"
"Cricket","3. Average",3437,5015,"GISBORNE","26 - 50 Years"
"Cricket","4. Good",3440,5016,"MACEDON","26 - 50 Years"
"Cricket","2. Poor",3444,5017,"TYLDEN","26 - 50 Years"
"Cricket","4. Good",3442,5018,"WOODEND","11 - 25 Years"
"Croquet","4. Good",3437,5019,"GISBORNE","26 - 50 Years"
"Croquet","4. Good",3444,5020,"KYNETON","51 Years +"
"Cycling","2. Poor",3444,5021,"KYNETON","26 - 50 Years"
"Cycling",null,null,5022,"KYNETON",null
"Cycling",null,null,5023,"LANCEFIELD",null
"Cycling",null,null,5024,"NEWHAM",null
"Cycling",null,null,5025,"GISBORNE SOUTH",null
"Cycling",null,null,5026,"GISBORNE",null
"Equestrian","3. Average",3442,5028,"MOUNT MACEDON","26 - 50 Years"
"Equestrian",null,3437,5029,"BULLENGAROOK",null
"Equestrian","4. Good",3442,5030,"WOODEND","51 Years +"
"Equestrian","3. Average",3437,5031,"GISBORNE SOUTH","26 - 50 Years"
"Equestrian","4. Good",3435,5032,"LANCEFIELD","26 - 50 Years"
"Equestrian",null,3435,5033,"LANCEFIELD",null
"Equestrian",null,3458,5034,"NEWBURY",null
"Equestrian",null,3442,5035,"WOODEND",null
"Equestrian",null,3431,5036,"RIDDELLS CREEK",null
"Equestrian","3. Average",3444,5037,"KYNETON","26 - 50 Years"
"Fitness / Gymnasium Workouts","4. Good",3437,5038,"GISBORNE","0 - 5 Years"
"Fitness / Gymnasium Workouts","4. Good",3444,5039,"KYNETON","0 - 5 Years"
"Golf","5. Very Good",3437,5040,"GISBORNE","26 - 50 Years"
"Golf","4. Good",3444,5041,"KYNETON","11 - 25 Years"
"Golf","4. Good",3435,5042,"LANCEFIELD","26 - 50 Years"
"Golf","4. Good",3441,5043,"MOUNT MACEDON","26 - 50 Years"
"Golf","3. Average",3434,5044,"ROMSEY","26 - 50 Years"
"Golf","4. Good",3442,5045,"WOODEND","51 Years +"
"Gymnastics","4. Good",3438,5046,"NEW GISBORNE","11 - 25 Years"
"Lawn Bowls","4. Good",3437,5047,"GISBORNE","11 - 25 Years"
"Lawn Bowls","4. Good",3444,5048,"KYNETON","51 Years +"
